"id","queue_id","service_id","counter_id","user_id","token_letter","token_number","called_date","started_at","ended_at","waiting_time","served_time","turn_around_time","created_at","updated_at","call_status_id"
"2358","2115","1","9","4","W","46","2024-02-09","2024-02-09 13:37:59","2024-02-09 13:42:34","01:27:37","00:04:35","01:32:12","2024-02-09 13:37:59","2024-02-09 13:42:34","1"
"2359","2098","2","7","7","NR","28","2024-02-09","2024-02-09 13:41:46","2024-02-09 13:52:02","01:51:07","00:10:16","02:01:23","2024-02-09 13:41:46","2024-02-09 13:52:02","1"
"2361","2122","1","9","4","W","47","2024-02-09","2024-02-09 13:42:58","2024-02-09 13:45:46","01:23:13","00:02:48","01:26:01","2024-02-09 13:43:10","2024-02-09 13:45:46","1"
"2362","2124","1","9","4","W","48","2024-02-09","2024-02-09 13:45:48","2024-02-09 13:48:06","01:25:01","00:02:18","01:27:19","2024-02-09 13:45:48","2024-02-09 13:48:06","1"
"2363","2100","2","8","15","NR","29","2024-02-09","2024-02-09 13:50:34","2024-02-09 13:53:37","01:56:06","null","null","2024-02-09 13:50:34","2024-02-09 13:53:37","2"
"2366","2108","2","7","7","NR","32","2024-02-09","2024-02-09 13:53:21","2024-02-09 14:02:46","01:50:56","00:09:25","02:00:21","2024-02-09 13:53:21","2024-02-09 14:02:46","1"
"2367","2117","2","8","15","NR","33","2024-02-09","2024-02-09 13:53:40","2024-02-09 13:57:32","01:37:46","null","null","2024-02-09 13:53:40","2024-02-09 13:57:32","2"
"2368","2118","2","8","15","NR","34","2024-02-09","2024-02-09 13:57:40","2024-02-09 14:10:19","01:40:42","00:12:39","01:53:21","2024-02-09 13:57:40","2024-02-09 14:10:19","1"
"2369","2125","1","9","4","W","49","2024-02-09","2024-02-09 13:58:15","2024-02-09 13:58:35","01:33:16","null","null","2024-02-09 13:58:15","2024-02-09 13:58:35","2"
"2372","2128","1","9","4","W","50","2024-02-09","2024-02-09 13:58:36","2024-02-09 13:59:13","01:31:44","null","null","2024-02-09 13:59:02","2024-02-09 13:59:13","2"
"2373","2130","1","9","4","W","51","2024-02-09","2024-02-09 13:59:14","2024-02-09 14:04:16","01:31:17","00:05:02","01:36:19","2024-02-09 13:59:14","2024-02-09 14:04:16","1"
"2374","2051","3","3","10","T","1","2024-02-09","2024-02-09 13:59:24","2024-02-09 13:59:41","03:39:47","null","null","2024-02-09 13:59:24","2024-02-09 13:59:41","2"
"2375","2102","3","3","10","T","2","2024-02-09","2024-02-09 13:59:43","2024-02-09 13:59:45","02:03:49","null","null","2024-02-09 13:59:43","2024-02-09 13:59:45","2"
"2376","2103","3","3","10","T","3","2024-02-09","2024-02-09 13:59:50","2024-02-09 13:59:51","02:03:30","null","null","2024-02-09 13:59:50","2024-02-09 13:59:51","2"
"2377","2110","3","3","10","T","4","2024-02-09","2024-02-09 13:59:53","2024-02-09 14:32:08","01:56:41","00:32:15","02:28:56","2024-02-09 13:59:53","2024-02-09 14:32:08","1"
"2378","2119","2","7","7","NR","35","2024-02-09","2024-02-09 14:02:47","2024-02-09 14:12:13","01:45:10","00:09:26","01:54:36","2024-02-09 14:02:47","2024-02-09 14:12:13","1"
"2379","2131","1","9","4","W","52","2024-02-09","2024-02-09 14:04:18","2024-02-09 14:05:41","01:27:27","null","null","2024-02-09 14:04:18","2024-02-09 14:05:41","2"
"2380","2132","1","9","4","W","53","2024-02-09","2024-02-09 14:09:09","2024-02-09 14:14:03","01:32:00","00:04:54","01:36:54","2024-02-09 14:09:09","2024-02-09 14:14:03","1"
"2383","2123","2","8","15","NR","37","2024-02-09","2024-02-09 14:12:33","2024-02-09 14:14:44","01:52:08","null","null","2024-02-09 14:12:33","2024-02-09 14:14:44","2"
"2384","2120","2","10","11","NR","36","2024-02-09","2024-02-09 14:11:57","2024-02-09 14:27:28","01:53:13","00:15:31","02:08:44","2024-02-09 14:13:00","2024-02-09 14:27:28","1"
"2386","2134","1","9","4","W","54","2024-02-09","2024-02-09 14:15:05","2024-02-09 14:46:13","01:36:28","00:31:08","02:07:36","2024-02-09 14:15:05","2024-02-09 14:46:13","1"
"2387","2126","2","8","15","NR","38","2024-02-09","2024-02-09 14:14:46","2024-02-09 14:38:41","01:48:43","00:23:55","02:12:38","2024-02-09 14:15:30","2024-02-09 14:38:41","1"
"2388","2127","2","10","11","NR","39","2024-02-09","2024-02-09 14:28:18","2024-02-09 14:45:50","02:01:37","00:17:32","02:19:09","2024-02-09 14:28:18","2024-02-09 14:45:50","1"
"2389","2129","2","7","7","NR","40","2024-02-09","2024-02-09 14:28:41","2024-02-09 14:41:45","02:00:55","00:13:04","02:13:59","2024-02-09 14:28:41","2024-02-09 14:41:45","1"
"2390","2135","1","1","5","W","55","2024-02-09","2024-02-09 14:29:15","2024-02-09 14:36:01","01:50:20","00:06:46","01:57:06","2024-02-09 14:29:15","2024-02-09 14:36:01","1"
"2392","2111","3","3","10","T","5","2024-02-09","2024-02-09 14:36:05","2024-02-09 15:02:36","02:32:14","00:26:31","02:58:45","2024-02-09 14:36:05","2024-02-09 15:02:36","1"
"2393","2136","1","1","5","W","56","2024-02-09","2024-02-09 14:36:02","2024-02-09 14:37:04","01:54:00","null","null","2024-02-09 14:36:31","2024-02-09 14:37:04","2"
"2394","2137","1","1","5","W","57","2024-02-09","2024-02-09 14:37:05","2024-02-09 14:43:53","01:52:19","00:06:48","01:59:07","2024-02-09 14:37:05","2024-02-09 14:43:53","1"
"2395","2133","2","2","13","NR","41","2024-02-09","2024-02-09 14:41:26","2024-02-09 14:54:56","02:03:32","00:13:30","02:17:02","2024-02-09 14:41:26","2024-02-09 14:54:56","1"
"2396","2139","1","1","5","W","58","2024-02-09","2024-02-09 14:43:54","2024-02-09 14:47:05","01:54:13","00:03:11","01:57:24","2024-02-09 14:43:54","2024-02-09 14:47:05","1"
"2397","2138","2","7","7","NR","42","2024-02-09","2024-02-09 14:44:48","2024-02-09 15:00:07","01:57:07","00:15:19","02:12:26","2024-02-09 14:44:48","2024-02-09 15:00:07","1"
"2398","2140","1","9","4","W","59","2024-02-09","2024-02-09 14:46:19","2024-02-09 14:46:33","01:56:30","null","null","2024-02-09 14:46:19","2024-02-09 14:46:33","2"
"2399","2144","1","9","4","W","60","2024-02-09","2024-02-09 14:46:35","2024-02-09 14:46:48","01:50:00","null","null","2024-02-09 14:46:35","2024-02-09 14:46:48","2"
"2400","2145","1","9","4","W","61","2024-02-09","2024-02-09 14:46:49","2024-02-09 14:48:52","01:46:56","00:02:03","01:48:59","2024-02-09 14:46:49","2024-02-09 14:48:52","1"
"2401","2146","1","1","5","W","62","2024-02-09","2024-02-09 14:47:07","2024-02-09 14:53:07","01:46:36","00:06:00","01:52:36","2024-02-09 14:47:07","2024-02-09 14:53:07","1"
"2402","2147","1","9","4","W","63","2024-02-09","2024-02-09 14:48:54","2024-02-09 14:49:35","01:48:08","null","null","2024-02-09 14:48:54","2024-02-09 14:49:35","2"
"2403","2154","1","9","4","W","64","2024-02-09","2024-02-09 14:49:36","2024-02-09 14:49:59","01:25:16","null","null","2024-02-09 14:49:36","2024-02-09 14:49:59","2"
"2405","2157","1","9","4","W","65","2024-02-09","2024-02-09 14:50:01","2024-02-09 14:50:20","01:21:32","null","null","2024-02-09 14:50:11","2024-02-09 14:50:20","2"
"2407","2158","1","9","4","W","66","2024-02-09","2024-02-09 14:50:22","2024-02-09 14:50:32","01:18:18","null","null","2024-02-09 14:50:30","2024-02-09 14:50:32","2"
"2408","2159","1","9","4","W","67","2024-02-09","2024-02-09 14:50:34","2024-02-09 14:50:50","01:17:47","null","null","2024-02-09 14:50:34","2024-02-09 14:50:50","2"
"2410","2162","1","9","4","W","68","2024-02-09","2024-02-09 14:50:51","2024-02-09 14:51:13","01:03:16","null","null","2024-02-09 14:51:01","2024-02-09 14:51:13","2"
"2411","2163","1","9","4","W","69","2024-02-09","2024-02-09 14:51:14","2024-02-09 14:51:27","01:00:21","null","null","2024-02-09 14:51:14","2024-02-09 14:51:27","2"
"2412","2165","1","9","4","W","70","2024-02-09","2024-02-09 14:51:28","2024-02-09 14:59:02","00:56:55","00:07:34","01:04:29","2024-02-09 14:51:28","2024-02-09 14:59:02","1"
"2413","2141","2","10","11","NR","43","2024-02-09","2024-02-09 14:53:06","2024-02-09 14:56:38","02:03:03","00:03:32","02:06:35","2024-02-09 14:53:06","2024-02-09 14:56:38","1"
"2414","2142","2","10","11","NR","44","2024-02-09","2024-02-09 14:56:40","2024-02-09 15:07:38","02:06:21","00:10:58","02:17:19","2024-02-09 14:56:40","2024-02-09 15:07:38","1"
"2415","2166","1","9","4","W","71","2024-02-09","2024-02-09 14:59:03","2024-02-09 14:59:14","01:03:12","null","null","2024-02-09 14:59:03","2024-02-09 14:59:14","2"
"2416","2167","1","9","4","W","72","2024-02-09","2024-02-09 14:59:16","2024-02-09 15:02:40","01:00:51","00:03:24","01:04:15","2024-02-09 14:59:16","2024-02-09 15:02:40","1"
"2417","2168","1","9","4","W","73","2024-02-09","2024-02-09 15:02:41","2024-02-09 15:06:38","01:00:44","00:03:57","01:04:41","2024-02-09 15:02:41","2024-02-09 15:06:38","1"
"2418","2112","3","3","10","T","6","2024-02-09","2024-02-09 15:02:42","2024-02-09 15:24:18","02:57:56","00:21:36","03:19:32","2024-02-09 15:02:42","2024-02-09 15:24:18","1"
"2419","2143","2","8","15","NR","45","2024-02-09","2024-02-09 15:03:45","2024-02-09 15:20:00","02:07:31","00:16:15","02:23:46","2024-02-09 15:03:45","2024-02-09 15:20:00","1"
"2420","2148","2","2","13","NR","46","2024-02-09","2024-02-09 15:04:31","2024-02-09 15:17:01","02:02:26","00:12:30","02:14:56","2024-02-09 15:04:31","2024-02-09 15:17:01","1"
"2421","2149","2","7","7","NR","47","2024-02-09","2024-02-09 15:05:41","2024-02-09 15:18:34","02:02:00","00:12:53","02:14:53","2024-02-09 15:05:41","2024-02-09 15:18:34","1"
"2422","2169","1","9","4","W","74","2024-02-09","2024-02-09 15:06:43","2024-02-09 15:06:55","01:03:14","null","null","2024-02-09 15:06:43","2024-02-09 15:06:55","2"
"2423","2170","1","9","4","W","75","2024-02-09","2024-02-09 15:06:56","2024-02-09 15:08:58","01:03:01","00:02:02","01:05:03","2024-02-09 15:06:56","2024-02-09 15:08:58","1"
"2425","2177","1","9","4","W","76","2024-02-09","2024-02-09 15:08:59","2024-02-09 15:13:15","00:43:34","00:04:16","00:47:50","2024-02-09 15:09:10","2024-02-09 15:13:15","1"
"2426","2180","1","1","5","W","77","2024-02-09","2024-02-09 15:10:00","2024-02-09 15:25:12","00:25:06","00:15:12","00:40:18","2024-02-09 15:10:00","2024-02-09 15:25:12","1"
"2428","2181","1","9","4","W","78","2024-02-09","2024-02-09 15:13:16","2024-02-09 15:13:37","00:26:47","null","null","2024-02-09 15:13:30","2024-02-09 15:13:37","2"
"2430","2182","1","9","4","W","79","2024-02-09","2024-02-09 15:13:38","2024-02-09 15:15:39","00:24:17","00:02:01","00:26:18","2024-02-09 15:13:47","2024-02-09 15:15:39","1"
"2431","2183","1","9","4","W","80","2024-02-09","2024-02-09 15:15:41","2024-02-09 15:19:06","00:26:10","00:03:25","00:29:35","2024-02-09 15:15:41","2024-02-09 15:19:06","1"
"2432","2150","2","2","13","NR","48","2024-02-09","2024-02-09 15:18:12","2024-02-09 15:32:34","02:12:40","00:14:22","02:27:02","2024-02-09 15:18:12","2024-02-09 15:32:34","1"
"2433","2186","1","9","4","W","81","2024-02-09","2024-02-09 15:19:34","2024-02-09 15:24:02","00:25:35","null","null","2024-02-09 15:19:34","2024-02-09 15:24:02","2"
"2434","2151","2","8","15","NR","49","2024-02-09","2024-02-09 15:23:59","2024-02-09 15:59:44","02:15:55","00:35:45","02:51:40","2024-02-09 15:23:59","2024-02-09 15:59:44","1"
"2435","2187","1","1","5","W","82","2024-02-09","2024-02-09 15:26:04","2024-02-09 15:39:40","00:22:00","00:13:36","00:35:36","2024-02-09 15:26:04","2024-02-09 15:39:40","1"
"2436","2188","1","9","4","W","83","2024-02-09","2024-02-09 15:26:28","2024-02-09 15:33:31","00:22:12","00:07:03","00:29:15","2024-02-09 15:26:28","2024-02-09 15:33:31","1"
"2437","2152","2","10","11","NR","50","2024-02-09","2024-02-09 15:27:30","2024-02-09 15:28:08","02:18:35","null","null","2024-02-09 15:27:30","2024-02-09 15:28:08","2"
"2438","2153","2","7","7","NR","51","2024-02-09","2024-02-09 15:27:38","2024-02-09 15:42:49","02:07:22","00:15:11","02:22:33","2024-02-09 15:27:38","2024-02-09 15:42:49","1"
"2439","2155","2","10","11","NR","52","2024-02-09","2024-02-09 15:28:09","2024-02-09 15:40:13","02:02:57","00:12:04","02:15:01","2024-02-09 15:28:09","2024-02-09 15:40:13","1"
"2440","2189","1","9","4","W","84","2024-02-09","2024-02-09 15:33:36","2024-02-09 15:37:33","00:29:05","00:03:57","00:33:02","2024-02-09 15:33:36","2024-02-09 15:37:33","1"
"2441","2190","1","1","5","W","85","2024-02-09","2024-02-09 15:39:42","2024-02-09 15:43:44","00:34:58","00:04:02","00:39:00","2024-02-09 15:39:42","2024-02-09 15:43:44","1"
"2442","2156","2","7","7","NR","53","2024-02-09","2024-02-09 15:42:50","2024-02-09 15:52:22","02:16:53","00:09:32","02:26:25","2024-02-09 15:42:50","2024-02-09 15:52:22","1"
"2443","2160","2","10","11","NR","54","2024-02-09","2024-02-09 15:43:12","2024-02-09 15:53:29","02:01:01","00:10:17","02:11:18","2024-02-09 15:43:12","2024-02-09 15:53:29","1"
"2444","2113","3","3","10","T","7","2024-02-09","2024-02-09 15:43:14","2024-02-09 15:44:22","03:38:11","null","null","2024-02-09 15:43:14","2024-02-09 15:44:22","2"
"2446","2164","2","3","10","NR","56","2024-02-09","2024-02-09 15:44:53","2024-02-09 15:56:07","01:51:21","00:11:14","02:02:35","2024-02-09 15:44:53","2024-02-09 15:56:07","1"
"2447","2161","2","2","13","NR","55","2024-02-09","2024-02-09 15:44:44","2024-02-09 15:45:24","01:59:02","null","null","2024-02-09 15:45:15","2024-02-09 15:45:24","2"
"2448","2171","2","9","4","NR","57","2024-02-09","2024-02-09 15:45:18","2024-02-09 15:57:59","01:33:30","00:12:41","01:46:11","2024-02-09 15:45:18","2024-02-09 15:57:59","1"
"2449","2192","1","1","5","W","86","2024-02-09","2024-02-09 15:45:31","2024-02-09 15:53:01","00:33:27","00:07:30","00:40:57","2024-02-09 15:45:31","2024-02-09 15:53:01","1"
"2450","2172","2","2","13","NR","58","2024-02-09","2024-02-09 15:50:40","2024-02-09 16:07:16","01:31:50","00:16:36","01:48:26","2024-02-09 15:50:40","2024-02-09 16:07:16","1"
"2451","2173","2","7","7","NR","59","2024-02-09","2024-02-09 15:52:25","2024-02-09 16:07:02","01:30:14","00:14:37","01:44:51","2024-02-09 15:52:25","2024-02-09 16:07:02","1"
"2452","2194","1","1","5","W","87","2024-02-09","2024-02-09 15:53:02","2024-02-09 15:56:55","00:30:08","00:03:53","00:34:01","2024-02-09 15:53:02","2024-02-09 15:56:55","1"
"2453","2174","2","10","11","NR","60","2024-02-09","2024-02-09 15:55:06","2024-02-09 16:10:58","01:31:59","00:15:52","01:47:51","2024-02-09 15:55:06","2024-02-09 16:10:58","1"
"2454","2175","2","9","4","NR","61","2024-02-09","2024-02-09 15:58:04","2024-02-09 16:07:19","01:33:00","00:09:15","01:42:15","2024-02-09 15:58:04","2024-02-09 16:07:19","1"
"2455","2195","1","1","5","W","88","2024-02-09","2024-02-09 15:59:27","2024-02-09 16:05:19","00:36:20","00:05:52","00:42:12","2024-02-09 15:59:27","2024-02-09 16:05:19","1"
"2456","2196","1","1","5","W","89","2024-02-09","2024-02-09 16:05:52","2024-02-09 16:06:08","00:41:48","null","null","2024-02-09 16:05:52","2024-02-09 16:06:08","2"
"2457","2197","1","1","5","W","90","2024-02-09","2024-02-09 16:06:09","2024-02-09 16:11:14","00:36:54","00:05:05","00:41:59","2024-02-09 16:06:09","2024-02-09 16:11:14","1"
"2458","2176","2","8","15","NR","62","2024-02-09","2024-02-09 16:06:29","2024-02-09 16:06:51","01:41:07","null","null","2024-02-09 16:06:29","2024-02-09 16:06:51","2"
"2459","2178","2","8","15","NR","63","2024-02-09","2024-02-09 16:06:53","2024-02-09 16:17:42","01:35:30","00:10:49","01:46:19","2024-02-09 16:06:53","2024-02-09 16:17:42","1"
"2461","2179","2","9","4","NR","64","2024-02-09","2024-02-09 16:07:24","2024-02-09 16:17:22","01:26:50","00:09:58","01:36:48","2024-02-09 16:07:38","2024-02-09 16:17:22","1"
"2464","2184","2","2","13","NR","65","2024-02-09","2024-02-09 16:09:02","2024-02-09 16:27:48","01:18:45","00:18:46","01:37:31","2024-02-09 16:10:28","2024-02-09 16:27:48","1"
"2465","2185","2","7","7","NR","66","2024-02-09","2024-02-09 16:10:51","2024-02-09 16:23:10","01:19:35","00:12:19","01:31:54","2024-02-09 16:10:51","2024-02-09 16:23:10","1"
"2466","2198","1","1","5","W","91","2024-02-09","2024-02-09 16:11:51","2024-02-09 16:20:39","00:41:25","00:08:48","00:50:13","2024-02-09 16:11:51","2024-02-09 16:20:39","1"
"2467","2191","2","10","11","NR","67","2024-02-09","2024-02-09 16:13:58","2024-02-09 16:24:51","01:08:32","00:10:53","01:19:25","2024-02-09 16:13:58","2024-02-09 16:24:51","1"
"2468","2193","2","9","4","NR","68","2024-02-09","2024-02-09 16:18:19","2024-02-09 16:23:04","01:02:42","00:04:45","01:07:27","2024-02-09 16:18:19","2024-02-09 16:23:04","1"
"2469","2200","2","8","15","NR","69","2024-02-09","2024-02-09 16:18:21","2024-02-09 16:36:00","00:46:01","00:17:39","01:03:40","2024-02-09 16:18:21","2024-02-09 16:36:00","1"
"2470","2199","1","1","5","W","92","2024-02-09","2024-02-09 16:20:41","2024-02-09 16:25:54","00:50:06","00:05:13","00:55:19","2024-02-09 16:20:41","2024-02-09 16:25:54","1"
"2471","2107","2","7","7","NR","31","2024-02-09","2024-02-09 13:52:55","2024-02-09 16:23:33","01:51:20","02:30:38","04:21:58","2024-02-09 16:23:20","2024-02-09 16:23:33","1"
"2472","2104","2","7","7","NR","30","2024-02-09","2024-02-09 13:52:03","2024-02-09 16:24:03","01:53:13","02:32:00","04:25:13","2024-02-09 16:23:47","2024-02-09 16:24:03","1"
"2473","2202","2","7","7","NR","70","2024-02-09","2024-02-09 16:24:08","2024-02-09 16:32:33","00:46:24","00:08:25","00:54:49","2024-02-09 16:24:08","2024-02-09 16:32:33","1"
"2474","2204","2","9","4","NR","71","2024-02-09","2024-02-09 16:25:33","2024-02-09 16:33:33","00:40:03","00:08:00","00:48:03","2024-02-09 16:25:33","2024-02-09 16:33:33","1"
"2475","2205","2","10","11","NR","72","2024-02-09","2024-02-09 16:25:37","2024-02-09 16:46:55","00:37:56","00:21:18","00:59:14","2024-02-09 16:25:37","2024-02-09 16:46:55","1"
"2476","2201","1","1","5","W","93","2024-02-09","2024-02-09 16:25:55","2024-02-09 16:26:14","00:50:47","00:00:19","00:51:06","2024-02-09 16:25:55","2024-02-09 16:26:14","1"
"2477","2203","1","1","5","W","94","2024-02-09","2024-02-09 16:26:15","2024-02-09 16:32:46","00:45:26","00:06:31","00:51:57","2024-02-09 16:26:15","2024-02-09 16:32:46","1"
"2478","2206","2","2","13","NR","73","2024-02-09","2024-02-09 16:32:16","2024-02-09 16:46:54","00:41:22","00:14:38","00:56:00","2024-02-09 16:32:16","2024-02-09 16:46:54","1"
"2479","2207","1","1","5","W","95","2024-02-09","2024-02-09 16:32:47","2024-02-09 16:37:14","00:35:24","00:04:27","00:39:51","2024-02-09 16:32:47","2024-02-09 16:37:14","1"
"2480","2208","1","9","4","W","96","2024-02-09","2024-02-09 16:33:43","2024-02-09 16:36:40","00:36:10","00:02:57","00:39:07","2024-02-09 16:33:43","2024-02-09 16:36:40","1"
"2483","2210","2","8","15","NR","74","2024-02-09","2024-02-09 16:36:20","2024-02-09 17:01:21","00:32:24","00:25:01","00:57:25","2024-02-09 16:36:55","2024-02-09 17:01:21","1"
"2484","2209","1","9","4","W","97","2024-02-09","2024-02-09 16:36:53","2024-02-09 16:40:28","00:34:38","00:03:35","00:38:13","2024-02-09 16:37:02","2024-02-09 16:40:28","1"
"2485","2211","1","1","5","W","98","2024-02-09","2024-02-09 16:37:15","2024-02-09 16:44:21","00:32:43","00:07:06","00:39:49","2024-02-09 16:37:15","2024-02-09 16:44:21","1"
"2487","2212","1","9","4","W","99","2024-02-09","2024-02-09 16:40:33","2024-02-09 16:42:31","00:29:46","00:01:58","00:31:44","2024-02-09 16:40:55","2024-02-09 16:42:31","1"
"2488","2214","1","9","4","W","100","2024-02-09","2024-02-09 16:42:32","2024-02-09 16:44:19","00:26:23","00:01:47","00:28:10","2024-02-09 16:42:32","2024-02-09 16:44:19","1"
"2489","2216","1","1","5","W","101","2024-02-09","2024-02-09 16:44:23","2024-02-09 16:46:42","00:15:27","00:02:19","00:17:46","2024-02-09 16:44:23","2024-02-09 16:46:42","1"
"2490","2218","1","1","5","W","102","2024-02-09","2024-02-09 16:46:44","2024-02-09 16:52:22","00:08:39","00:05:38","00:14:17","2024-02-09 16:46:44","2024-02-09 16:52:22","1"
"2491","2219","1","2","13","W","103","2024-02-09","2024-02-09 16:47:36","2024-02-09 16:52:40","00:06:07","00:05:04","00:11:11","2024-02-09 16:47:36","2024-02-09 16:52:40","1"
"2492","2213","2","9","4","NR","75","2024-02-09","2024-02-09 16:48:05","2024-02-09 17:02:39","00:34:18","00:14:34","00:48:52","2024-02-09 16:48:05","2024-02-09 17:02:39","1"
"2493","2215","2","10","11","NR","76","2024-02-09","2024-02-09 16:50:17","2024-02-09 17:01:59","00:24:50","00:11:42","00:36:32","2024-02-09 16:50:17","2024-02-09 17:01:59","1"
"2495","2217","2","8","15","NR","77","2024-02-09","2024-02-09 17:03:16","2024-02-09 17:08:26","00:29:32","null","null","2024-02-09 17:05:07","2024-02-09 17:08:26","2"
"2496","2220","2","8","15","NR","78","2024-02-09","2024-02-09 17:08:28","2024-02-09 17:25:54","00:19:22","00:17:26","00:36:48","2024-02-09 17:08:28","2024-02-09 17:25:54","1"
"2497","2222","1","2","13","W","1","2024-02-11","2024-02-11 09:27:31","2024-02-11 09:36:45","00:05:23","00:09:14","00:14:37","2024-02-11 09:27:31","2024-02-11 09:36:45","1"
"2498","2223","1","2","13","W","2","2024-02-11","2024-02-11 09:36:48","2024-02-11 09:43:44","00:13:40","00:06:56","00:20:36","2024-02-11 09:36:48","2024-02-11 09:43:44","1"
"2499","2224","2","8","15","NR","1","2024-02-11","2024-02-11 09:40:30","2024-02-11 09:53:39","00:09:28","00:13:09","00:22:37","2024-02-11 09:40:30","2024-02-11 09:53:39","1"
"2500","2225","1","2","13","W","3","2024-02-11","2024-02-11 09:43:49","2024-02-11 09:44:18","00:07:09","null","null","2024-02-11 09:43:49","2024-02-11 09:44:18","2"
"2501","2226","1","9","4","W","4","2024-02-11","2024-02-11 09:50:20","2024-02-11 10:05:54","00:03:26","00:15:34","00:19:00","2024-02-11 09:50:20","2024-02-11 10:05:54","1"
"2502","2227","1","10","11","W","5","2024-02-11","2024-02-11 09:50:40","2024-02-11 09:54:39","00:00:35","00:03:59","00:04:34","2024-02-11 09:50:40","2024-02-11 09:54:39","1"
"2503","2228","1","4","12","W","6","2024-02-11","2024-02-11 09:53:10","2024-02-11 10:00:09","00:02:25","00:06:59","00:09:24","2024-02-11 09:53:10","2024-02-11 10:00:09","1"
"2504","2229","1","10","11","W","7","2024-02-11","2024-02-11 09:54:45","2024-02-11 10:05:13","00:03:44","00:10:28","00:14:12","2024-02-11 09:54:45","2024-02-11 10:05:13","1"
"2505","2230","1","4","12","W","8","2024-02-11","2024-02-11 10:03:14","2024-02-11 10:13:14","00:05:54","00:10:00","00:15:54","2024-02-11 10:03:14","2024-02-11 10:13:14","1"
"2508","2231","2","8","15","NR","2","2024-02-11","2024-02-11 10:03:41","2024-02-11 10:11:54","00:05:34","null","null","2024-02-11 10:08:18","2024-02-11 10:11:54","2"
"2510","2234","1","4","12","W","10","2024-02-11","2024-02-11 10:13:52","2024-02-11 10:17:40","00:11:10","00:03:48","00:14:58","2024-02-11 10:13:52","2024-02-11 10:17:40","1"
"2511","2233","1","2","13","W","9","2024-02-11","2024-02-11 10:12:53","2024-02-11 10:16:49","00:12:18","00:03:56","00:16:14","2024-02-11 10:15:35","2024-02-11 10:16:49","1"
"2512","2236","1","10","11","W","11","2024-02-11","2024-02-11 10:17:14","2024-02-11 10:25:30","00:05:13","00:08:16","00:13:29","2024-02-11 10:17:14","2024-02-11 10:25:30","1"
"2513","2232","2","10","11","NR","3","2024-02-11","2024-02-11 10:27:24","2024-02-11 10:40:06","00:28:01","00:12:42","00:40:43","2024-02-11 10:27:24","2024-02-11 10:40:06","1"
"2514","2238","1","2","13","W","12","2024-02-11","2024-02-11 10:31:25","2024-02-11 10:37:28","00:17:46","00:06:03","00:23:49","2024-02-11 10:31:25","2024-02-11 10:37:28","1"
"2515","2235","2","8","15","NR","4","2024-02-11","2024-02-11 10:34:33","2024-02-11 10:45:39","00:29:26","00:11:06","00:40:32","2024-02-11 10:34:33","2024-02-11 10:45:39","1"
"2516","2237","2","4","12","NR","5","2024-02-11","2024-02-11 10:35:45","2024-02-11 10:36:13","00:23:24","00:00:28","00:23:52","2024-02-11 10:35:45","2024-02-11 10:36:13","1"
"2517","2240","1","2","13","W","13","2024-02-11","2024-02-11 10:37:31","2024-02-11 10:41:45","00:09:13","00:04:14","00:13:27","2024-02-11 10:37:31","2024-02-11 10:41:45","1"
"2518","2241","1","9","4","W","14","2024-02-11","2024-02-11 10:38:52","2024-02-11 10:39:42","00:09:24","00:00:50","00:10:14","2024-02-11 10:38:52","2024-02-11 10:39:42","1"
"2520","2242","1","9","4","W","15","2024-02-11","2024-02-11 10:39:43","2024-02-11 10:40:10","00:08:57","null","null","2024-02-11 10:40:04","2024-02-11 10:40:10","2"
"2521","2243","1","9","4","W","16","2024-02-11","2024-02-11 10:40:12","2024-02-11 10:46:21","00:09:00","00:06:09","00:15:09","2024-02-11 10:40:12","2024-02-11 10:46:21","1"
"2522","2239","2","4","12","NR","6","2024-02-11","2024-02-11 10:40:20","2024-02-11 10:51:06","00:21:04","00:10:46","00:31:50","2024-02-11 10:40:20","2024-02-11 10:51:06","1"
"2524","2244","1","3","10","W","17","2024-02-11","2024-02-11 10:44:34","2024-02-11 10:49:06","00:10:48","00:04:32","00:15:20","2024-02-11 10:44:34","2024-02-11 10:49:06","1"
"2525","2245","2","10","11","NR","7","2024-02-11","2024-02-11 10:40:50","2024-02-11 10:58:42","00:06:50","00:17:52","00:24:42","2024-02-11 10:44:44","2024-02-11 10:58:42","1"
"2526","2246","1","9","4","W","18","2024-02-11","2024-02-11 10:46:38","2024-02-11 10:58:11","00:11:49","00:11:33","00:23:22","2024-02-11 10:46:38","2024-02-11 10:58:11","1"
"2528","2247","1","3","10","W","19","2024-02-11","2024-02-11 10:49:08","2024-02-11 10:59:01","00:13:17","00:09:53","00:23:10","2024-02-11 10:49:08","2024-02-11 10:59:01","1"
"2530","2252","2","4","12","NR","9","2024-02-11","2024-02-11 10:51:08","2024-02-11 10:52:16","00:05:24","null","null","2024-02-11 10:51:08","2024-02-11 10:52:16","2"
"2531","2250","2","8","15","NR","8","2024-02-11","2024-02-11 10:47:59","2024-02-11 11:05:26","00:09:05","00:17:27","00:26:32","2024-02-11 10:52:19","2024-02-11 11:05:26","1"
"2532","2248","1","2","13","W","20","2024-02-11","2024-02-11 10:56:53","2024-02-11 10:57:13","00:20:43","null","null","2024-02-11 10:56:53","2024-02-11 10:57:13","2"
